,1,0.5,0.2
1259,4-5,4.0-4.4,4.2-4.3
1260,3-4,3.0-3.4,3.0-3.1
1261,4-5,4.0-4.4,4.0-4.1
1262,3-4,3.5-3.9,3.6-3.7
1263,3-4,3.5-3.9,3.6-3.7
1264,3-4,3.5-3.9,3.8-3.9
1265,4-5,4.0-4.4,4.2-4.3
1266,4-5,4.0-4.4,4.0-4.1
1267,4-5,4.0-4.4,4.4-4.5
1268,4-5,4.0-4.4,4.2-4.3
1269,4-5,4.0-4.4,4.4-4.5
1270,4-5,4.0-4.4,4.2-4.3
1271,3-4,3.5-3.9,3.8-3.9
1272,4-5,4.0-4.4,4.4-4.5
1273,4-5,4.0-4.4,4.0-4.1
1274,4-5,4.0-4.4,4.0-4.1
1275,4-5,4.0-4.4,4.0-4.1
1276,4-5,4.5-4.9,4.4-4.5
1277,4-5,4.5-4.9,4.6-4.7
1278,4-5,4.0-4.4,4.2-4.3
1279,4-5,4.0-4.4,4.0-4.1
1280,3-4,3.0-3.4,3.0-3.1
1281,2-3,2.5-2.9,2.6-2.7
1282,4-5,4.0-4.4,4.2-4.3
1283,4-5,4.5-4.9,4.6-4.7
1284,4-5,4.0-4.4,4.4-4.5
1285,4-5,4.0-4.4,4.2-4.3
1286,4-5,4.0-4.4,4.2-4.3
1287,4-5,4.0-4.4,4.2-4.3
1288,4-5,4.0-4.4,4.2-4.3
1289,3-4,3.5-3.9,3.6-3.7
1290,4-5,4.0-4.4,4.2-4.3
1291,4-5,4.5-4.9,4.4-4.5
1292,4-5,4.0-4.4,4.0-4.1
1293,3-4,3.0-3.4,3.0-3.1
1294,4-5,4.0-4.4,4.0-4.1
1295,4-5,4.0-4.4,4.2-4.3
1296,4-5,4.0-4.4,4.0-4.1
1297,4-5,4.5-4.9,4.4-4.5
1298,4-5,4.5-4.9,4.4-4.5
1299,3-4,3.5-3.9,3.8-3.9
1300,4-5,4.5-4.9,4.6-4.7
1301,4-5,4.0-4.4,4.4-4.5
1302,3-4,3.0-3.4,3.2-3.3
1303,4-5,4.5-4.9,4.4-4.5
1304,4-5,4.0-4.4,4.4-4.5
1305,4-5,4.0-4.4,4.2-4.3
1306,4-5,4.5-4.9,4.4-4.5
1307,3-4,3.5-3.9,3.6-3.7
1308,4-5,4.5-4.9,4.6-4.7
1309,4-5,4.0-4.4,4.0-4.1
1310,3-4,3.5-3.9,3.6-3.7
1311,4-5,4.0-4.4,4.2-4.3
1312,4-5,4.5-4.9,4.6-4.7
1313,4-5,4.5-4.9,4.4-4.5
1314,4-5,4.5-4.9,4.4-4.5
1315,4-5,4.5-4.9,4.6-4.7
1316,4-5,4.5-5.0,4.8-5.0
1317,4-5,4.5-4.9,4.6-4.7
1318,3-4,3.0-3.4,3.2-3.3
1319,4-5,4.0-4.4,4.4-4.5
1320,4-5,4.0-4.4,4.2-4.3
1321,4-5,4.0-4.4,4.4-4.5
1322,4-5,4.0-4.4,4.0-4.1
1323,3-4,3.5-3.9,3.6-3.7
1324,3-4,3.0-3.4,3.2-3.3
1325,4-5,4.5-4.9,4.4-4.5
1326,4-5,4.0-4.4,4.4-4.5
1327,4-5,4.0-4.4,4.0-4.1
1328,4-5,4.0-4.4,4.2-4.3
1329,3-4,3.0-3.4,3.0-3.1
1330,4-5,4.5-4.9,4.6-4.7
1331,3-4,3.5-3.9,3.4-3.5
1332,4-5,4.5-4.9,4.4-4.5
1333,4-5,4.0-4.4,4.0-4.1
1334,4-5,4.0-4.4,4.0-4.1
1335,3-4,3.5-3.9,3.8-3.9
1336,4-5,4.5-4.9,4.4-4.5
1337,4-5,4.0-4.4,4.2-4.3
1338,4-5,4.0-4.4,4.2-4.3
1339,4-5,4.5-4.9,4.4-4.5
1340,3-4,3.5-3.9,3.4-3.5
1341,4-5,4.0-4.4,4.2-4.3
1342,4-5,4.0-4.4,4.0-4.1
1343,4-5,4.5-4.9,4.4-4.5
1344,2-3,2.5-2.9,2.6-2.7
1345,4-5,4.5-4.9,4.4-4.5
1346,4-5,4.0-4.4,4.2-4.3
1347,4-5,4.0-4.4,4.2-4.3
1348,4-5,4.5-4.9,4.4-4.5
1349,4-5,4.0-4.4,4.4-4.5
1350,4-5,4.0-4.4,4.2-4.3
1351,4-5,4.0-4.4,4.2-4.3
1352,3-4,3.0-3.4,3.0-3.1
1353,4-5,4.0-4.4,4.4-4.5
1354,3-4,3.0-3.4,3.2-3.3
1355,4-5,4.0-4.4,4.2-4.3
1356,4-5,4.0-4.4,4.2-4.3
1357,4-5,4.5-4.9,4.4-4.5
1358,3-4,3.5-3.9,3.8-3.9
1359,4-5,4.0-4.4,4.2-4.3
1360,4-5,4.0-4.4,4.0-4.1
1361,4-5,4.0-4.4,4.2-4.3
1362,4-5,4.0-4.4,4.2-4.3
1363,4-5,4.5-4.9,4.4-4.5
1364,4-5,4.5-4.9,4.6-4.7
1365,4-5,4.0-4.4,4.2-4.3
1366,4-5,4.5-4.9,4.4-4.5
1367,4-5,4.0-4.4,4.0-4.1
1368,4-5,4.0-4.4,4.0-4.1
1369,4-5,4.5-4.9,4.4-4.5
1370,4-5,4.0-4.4,4.4-4.5
1371,4-5,4.0-4.4,4.0-4.1
1372,4-5,4.0-4.4,4.2-4.3
1373,4-5,4.0-4.4,4.2-4.3
1374,4-5,4.0-4.4,4.4-4.5
1375,4-5,4.0-4.4,4.4-4.5
1376,4-5,4.5-4.9,4.6-4.7
1377,4-5,4.5-4.9,4.4-4.5
1378,3-4,3.5-3.9,3.8-3.9
1379,4-5,4.0-4.4,4.4-4.5
1380,4-5,4.0-4.4,4.4-4.5
1381,4-5,4.0-4.4,4.2-4.3
1382,3-4,3.0-3.4,3.0-3.1
1383,3-4,3.0-3.4,3.2-3.3
1384,4-5,4.0-4.4,4.0-4.1
1385,4-5,4.5-4.9,4.6-4.7
1386,4-5,4.0-4.4,4.4-4.5
1387,4-5,4.0-4.4,4.0-4.1
1388,4-5,4.0-4.4,4.0-4.1
1389,4-5,4.0-4.4,4.0-4.1
1390,3-4,3.5-3.9,3.6-3.7
1391,4-5,4.0-4.4,4.2-4.3
1392,4-5,4.0-4.4,4.0-4.1
1393,4-5,4.0-4.4,4.2-4.3
1394,4-5,4.5-4.9,4.4-4.5
1395,3-4,3.5-3.9,3.6-3.7
1396,4-5,4.0-4.4,4.0-4.1
1397,4-5,4.5-4.9,4.4-4.5
1398,4-5,4.0-4.4,4.2-4.3
1399,4-5,4.5-5.0,4.8-5.0
1400,4-5,4.5-4.9,4.6-4.7
1401,3-4,3.5-3.9,3.6-3.7
1402,4-5,4.0-4.4,4.2-4.3
1403,4-5,4.0-4.4,4.2-4.3
1404,3-4,3.0-3.4,3.2-3.3
1405,4-5,4.0-4.4,4.0-4.1
1406,4-5,4.5-4.9,4.4-4.5
1407,4-5,4.0-4.4,4.2-4.3
1408,4-5,4.0-4.4,4.2-4.3
1409,4-5,4.5-4.9,4.4-4.5
1410,4-5,4.0-4.4,4.0-4.1
1411,3-4,3.5-3.9,3.8-3.9
1412,4-5,4.0-4.4,4.0-4.1
1413,4-5,4.0-4.4,4.0-4.1
1414,3-4,3.0-3.4,3.0-3.1
1415,4-5,4.0-4.4,4.2-4.3
1416,4-5,4.5-4.9,4.4-4.5
1417,4-5,4.0-4.4,4.2-4.3
1418,3-4,3.5-3.9,3.8-3.9
1419,4-5,4.0-4.4,4.0-4.1
1420,4-5,4.0-4.4,4.2-4.3
1421,4-5,4.0-4.4,4.2-4.3
1422,4-5,4.0-4.4,4.2-4.3
1423,4-5,4.5-4.9,4.4-4.5
1424,3-4,3.5-3.9,3.6-3.7
1425,4-5,4.0-4.4,4.0-4.1
1426,4-5,4.0-4.4,4.4-4.5
1427,4-5,4.5-4.9,4.8-4.9
1428,4-5,4.0-4.4,4.2-4.3
1429,4-5,4.0-4.4,4.2-4.3
1430,2-3,2.0-2.4,2.0-2.1
1431,4-5,4.5-4.9,4.4-4.5
1432,4-5,4.0-4.4,4.2-4.3
1433,2-3,2.5-2.9,2.8-2.9
1434,4-5,4.0-4.4,4.4-4.5
1435,4-5,4.0-4.4,4.2-4.3
1436,4-5,4.5-4.9,4.6-4.7
1437,4-5,4.0-4.4,4.0-4.1
1438,4-5,4.5-4.9,4.4-4.5
1439,3-4,3.5-3.9,3.8-3.9
1440,3-4,3.5-3.9,3.4-3.5
1441,4-5,4.5-4.9,4.4-4.5
1442,4-5,4.0-4.4,4.4-4.5
1443,3-4,3.0-3.4,3.2-3.3
1444,4-5,4.5-4.9,4.6-4.7
1445,3-4,3.5-3.9,3.6-3.7
1446,3-4,3.0-3.4,3.0-3.1
1447,3-4,3.0-3.4,3.2-3.3
1448,4-5,4.5-4.9,4.6-4.7
1449,4-5,4.0-4.4,4.4-4.5
1450,3-4,3.0-3.4,3.2-3.3
1451,4-5,4.0-4.4,4.0-4.1
1452,4-5,4.5-4.9,4.4-4.5
1453,4-5,4.0-4.4,4.2-4.3
1454,4-5,4.0-4.4,4.4-4.5
1455,4-5,4.0-4.4,4.4-4.5
1456,3-4,3.0-3.4,3.0-3.1
1457,4-5,4.0-4.4,4.2-4.3
1458,4-5,4.5-4.9,4.4-4.5
1459,4-5,4.0-4.4,4.2-4.3
1460,4-5,4.0-4.4,4.4-4.5
1461,4-5,4.0-4.4,4.2-4.3
1462,3-4,3.5-3.9,3.8-3.9
1463,4-5,4.0-4.4,4.0-4.1
1464,4-5,4.0-4.4,4.0-4.1
1465,4-5,4.5-5.0,4.8-5.0
1466,4-5,4.0-4.4,4.0-4.1
1467,3-4,3.0-3.4,3.0-3.1
1468,4-5,4.0-4.4,4.0-4.1
1469,3-4,3.5-3.9,3.4-3.5
1470,4-5,4.0-4.4,4.2-4.3
1471,4-5,4.5-5.0,4.8-5.0
1472,4-5,4.0-4.4,4.0-4.1
1473,4-5,4.5-4.9,4.4-4.5
1474,3-4,3.5-3.9,3.8-3.9
1475,4-5,4.5-4.9,4.6-4.7
1476,3-4,3.5-3.9,3.6-3.7
1477,4-5,4.0-4.4,4.2-4.3
1478,1-2,1.0-1.4,1.0-1.1
1479,4-5,4.5-4.9,4.4-4.5
1480,4-5,4.0-4.4,4.0-4.1
1481,4-5,4.0-4.4,4.4-4.5
1482,4-5,4.5-4.9,4.4-4.5
1483,3-4,3.0-3.4,3.0-3.1
1484,4-5,4.5-4.9,4.4-4.5
1485,4-5,4.0-4.4,4.0-4.1
1486,4-5,4.5-4.9,4.6-4.7
1487,4-5,4.0-4.4,4.4-4.5
1488,4-5,4.5-4.9,4.4-4.5
1489,3-4,3.0-3.4,3.2-3.3
1490,4-5,4.0-4.4,4.4-4.5
1491,4-5,4.0-4.4,4.0-4.1
1492,4-5,4.0-4.4,4.0-4.1
1493,4-5,4.5-4.9,4.6-4.7
1494,4-5,4.5-4.9,4.6-4.7
1495,3-4,3.5-3.9,3.6-3.7
1496,3-4,3.0-3.4,3.2-3.3
1497,4-5,4.5-4.9,4.4-4.5
1498,4-5,4.0-4.4,4.2-4.3
1499,3-4,3.5-3.9,3.6-3.7
1500,3-4,3.5-3.9,3.6-3.7
1501,3-4,3.0-3.4,3.2-3.3
1502,3-4,3.5-3.9,3.6-3.7
1503,3-4,3.5-3.9,3.6-3.7
1504,3-4,3.5-3.9,3.8-3.9
1505,4-5,4.5-4.9,4.4-4.5
1506,4-5,4.0-4.4,4.0-4.1
1507,4-5,4.0-4.4,4.4-4.5
1508,4-5,4.5-4.9,4.4-4.5
1509,1-2,1.0-1.4,1.2-1.3
1510,4-5,4.5-4.9,4.6-4.7
1511,4-5,4.5-4.9,4.4-4.5
1512,4-5,4.0-4.4,4.2-4.3
1513,4-5,4.5-4.9,4.4-4.5
1514,3-4,3.5-3.9,3.8-3.9
1515,3-4,3.0-3.4,3.2-3.3
1516,4-5,4.0-4.4,4.2-4.3
1517,3-4,3.5-3.9,3.8-3.9
1518,4-5,4.0-4.4,4.2-4.3
1519,3-4,3.5-3.9,3.6-3.7
1520,4-5,4.0-4.4,4.4-4.5
1521,4-5,4.0-4.4,4.2-4.3
1522,4-5,4.0-4.4,4.2-4.3
1523,4-5,4.0-4.4,4.2-4.3
1524,4-5,4.0-4.4,4.4-4.5
1525,4-5,4.5-4.9,4.6-4.7
1526,4-5,4.0-4.4,4.0-4.1
1527,4-5,4.0-4.4,4.4-4.5
1528,4-5,4.0-4.4,4.2-4.3
1529,4-5,4.0-4.4,4.2-4.3
1530,4-5,4.0-4.4,4.0-4.1
1531,4-5,4.0-4.4,4.0-4.1
1532,3-4,3.0-3.4,3.2-3.3
1533,4-5,4.0-4.4,4.2-4.3
1534,4-5,4.5-4.9,4.6-4.7
1535,4-5,4.0-4.4,4.0-4.1
1536,4-5,4.5-4.9,4.4-4.5
1537,4-5,4.5-5.0,4.8-5.0
1538,3-4,3.5-3.9,3.8-3.9
1539,3-4,3.0-3.4,3.2-3.3
1540,4-5,4.5-4.9,4.4-4.5
1541,4-5,4.0-4.4,4.2-4.3
1542,2-3,2.5-2.9,2.6-2.7
1543,4-5,4.0-4.4,4.0-4.1
1544,4-5,4.0-4.4,4.4-4.5
1545,3-4,3.5-3.9,3.6-3.7
1546,4-5,4.0-4.4,4.0-4.1
1547,4-5,4.0-4.4,4.2-4.3
1548,4-5,4.0-4.4,4.2-4.3
1549,4-5,4.0-4.4,4.0-4.1
1550,3-4,3.5-3.9,3.4-3.5
1551,4-5,4.0-4.4,4.4-4.5
1552,4-5,4.5-4.9,4.4-4.5
1553,4-5,4.0-4.4,4.0-4.1
1554,4-5,4.5-4.9,4.4-4.5
1555,4-5,4.5-4.9,4.4-4.5
1556,4-5,4.0-4.4,4.2-4.3
1557,4-5,4.0-4.4,4.2-4.3
1558,3-4,3.5-3.9,3.6-3.7
1559,4-5,4.5-4.9,4.4-4.5
1560,4-5,4.0-4.4,4.2-4.3
1561,4-5,4.0-4.4,4.4-4.5
1562,4-5,4.0-4.4,4.0-4.1
1563,4-5,4.0-4.4,4.0-4.1
1564,3-4,3.5-3.9,3.8-3.9
1565,4-5,4.0-4.4,4.2-4.3
1566,4-5,4.5-5.0,4.8-5.0
1567,4-5,4.5-4.9,4.4-4.5
1568,4-5,4.0-4.4,4.2-4.3
1569,4-5,4.5-4.9,4.4-4.5
1570,4-5,4.5-4.9,4.4-4.5
1571,2-3,2.0-2.4,2.2-2.3
1572,4-5,4.0-4.4,4.4-4.5
1573,3-4,3.5-3.9,3.6-3.7
1574,4-5,4.0-4.4,4.0-4.1
1575,4-5,4.0-4.4,4.2-4.3
1576,3-4,3.5-3.9,3.6-3.7
1577,4-5,4.0-4.4,4.0-4.1
1578,4-5,4.5-4.9,4.4-4.5
1579,4-5,4.0-4.4,4.2-4.3
1580,4-5,4.0-4.4,4.2-4.3
1581,3-4,3.0-3.4,3.2-3.3
1582,4-5,4.0-4.4,4.2-4.3
1583,4-5,4.0-4.4,4.0-4.1
1584,4-5,4.0-4.4,4.2-4.3
1585,3-4,3.5-3.9,3.6-3.7
1586,3-4,3.5-3.9,3.6-3.7
1587,4-5,4.0-4.4,4.2-4.3
1588,4-5,4.5-4.9,4.4-4.5
1589,4-5,4.0-4.4,4.2-4.3
1590,3-4,3.5-3.9,3.6-3.7
1591,4-5,4.0-4.4,4.2-4.3
1592,4-5,4.0-4.4,4.2-4.3
1593,4-5,4.5-4.9,4.4-4.5
1594,4-5,4.0-4.4,4.4-4.5
1595,4-5,4.0-4.4,4.2-4.3
1596,4-5,4.0-4.4,4.2-4.3
1597,4-5,4.5-4.9,4.4-4.5
1598,4-5,4.0-4.4,4.2-4.3
1599,4-5,4.0-4.4,4.0-4.1
1600,4-5,4.0-4.4,4.4-4.5
1601,4-5,4.0-4.4,4.0-4.1
1602,4-5,4.5-4.9,4.4-4.5
1603,4-5,4.5-4.9,4.6-4.7
1604,3-4,3.0-3.4,3.0-3.1
1605,4-5,4.0-4.4,4.2-4.3
1606,4-5,4.0-4.4,4.2-4.3
1607,4-5,4.0-4.4,4.2-4.3
1608,4-5,4.0-4.4,4.2-4.3
1609,4-5,4.0-4.4,4.2-4.3
1610,4-5,4.0-4.4,4.0-4.1
1611,3-4,3.0-3.4,3.2-3.3
1612,2-3,2.5-2.9,2.6-2.7
1613,4-5,4.0-4.4,4.0-4.1
1614,4-5,4.0-4.4,4.0-4.1
1615,4-5,4.0-4.4,4.2-4.3
1616,4-5,4.5-4.9,4.4-4.5
1617,4-5,4.5-4.9,4.6-4.7
1618,4-5,4.0-4.4,4.2-4.3
1619,4-5,4.0-4.4,4.2-4.3
1620,4-5,4.5-4.9,4.6-4.7
1621,4-5,4.5-4.9,4.6-4.7
1622,4-5,4.5-4.9,4.8-4.9
1623,4-5,4.0-4.4,4.4-4.5
1624,3-4,3.0-3.4,3.2-3.3
1625,4-5,4.5-4.9,4.6-4.7
1626,4-5,4.0-4.4,4.4-4.5
1627,2-3,2.0-2.4,2.2-2.3
1628,4-5,4.5-4.9,4.4-4.5
1629,4-5,4.0-4.4,4.2-4.3
1630,4-5,4.0-4.4,4.2-4.3
1631,4-5,4.5-4.9,4.4-4.5
1632,4-5,4.5-4.9,4.4-4.5
1633,4-5,4.0-4.4,4.4-4.5
1634,4-5,4.0-4.4,4.2-4.3
1635,4-5,4.5-4.9,4.4-4.5
1636,4-5,4.5-4.9,4.4-4.5
1637,4-5,4.5-4.9,4.6-4.7
1638,4-5,4.0-4.4,4.0-4.1
1639,4-5,4.0-4.4,4.4-4.5
1640,3-4,3.5-3.9,3.6-3.7
1641,4-5,4.5-4.9,4.4-4.5
1642,4-5,4.5-4.9,4.4-4.5
1643,3-4,3.0-3.4,3.0-3.1
1644,4-5,4.0-4.4,4.2-4.3
1645,4-5,4.5-4.9,4.4-4.5
1646,4-5,4.0-4.4,4.2-4.3
1647,4-5,4.0-4.4,4.0-4.1
1648,4-5,4.0-4.4,4.4-4.5
1649,3-4,3.0-3.4,3.2-3.3
1650,4-5,4.0-4.4,4.2-4.3
1651,4-5,4.0-4.4,4.4-4.5
1652,4-5,4.0-4.4,4.4-4.5
1653,4-5,4.0-4.4,4.0-4.1
1654,4-5,4.0-4.4,4.0-4.1
1655,3-4,3.5-3.9,3.8-3.9
1656,4-5,4.5-4.9,4.4-4.5
1657,4-5,4.0-4.4,4.0-4.1
1658,4-5,4.5-4.9,4.4-4.5
1659,3-4,3.5-3.9,3.4-3.5
1660,4-5,4.0-4.4,4.2-4.3
1661,4-5,4.0-4.4,4.0-4.1
1662,4-5,4.5-4.9,4.6-4.7
1663,4-5,4.0-4.4,4.0-4.1
1664,4-5,4.0-4.4,4.2-4.3
1665,3-4,3.5-3.9,3.8-3.9
1666,4-5,4.0-4.4,4.2-4.3
1667,4-5,4.0-4.4,4.0-4.1
1668,4-5,4.0-4.4,4.4-4.5
1669,4-5,4.5-4.9,4.4-4.5
1670,4-5,4.0-4.4,4.4-4.5
1671,4-5,4.0-4.4,4.2-4.3
1672,3-4,3.5-3.9,3.4-3.5
1673,4-5,4.0-4.4,4.0-4.1
1674,3-4,3.5-3.9,3.6-3.7
1675,4-5,4.0-4.4,4.4-4.5
1676,3-4,3.0-3.4,3.2-3.3
1677,3-4,3.0-3.4,3.2-3.3
1678,4-5,4.5-4.9,4.6-4.7
1679,3-4,3.5-3.9,3.6-3.7
1680,3-4,3.5-3.9,3.4-3.5
1681,3-4,3.5-3.9,3.6-3.7
1682,4-5,4.0-4.4,4.0-4.1
1683,4-5,4.0-4.4,4.2-4.3
1684,4-5,4.5-4.9,4.4-4.5
1685,4-5,4.0-4.4,4.2-4.3
1686,4-5,4.5-4.9,4.4-4.5
1687,4-5,4.5-4.9,4.4-4.5
1688,4-5,4.0-4.4,4.2-4.3
1689,3-4,3.5-3.9,3.8-3.9
1690,3-4,3.5-3.9,3.4-3.5
1691,3-4,3.5-3.9,3.6-3.7
1692,4-5,4.5-4.9,4.6-4.7
1693,3-4,3.5-3.9,3.8-3.9
1694,4-5,4.5-4.9,4.4-4.5
1695,4-5,4.5-4.9,4.6-4.7
1696,3-4,3.5-3.9,3.4-3.5
1697,4-5,4.0-4.4,4.2-4.3
1698,4-5,4.0-4.4,4.0-4.1
1699,4-5,4.5-4.9,4.4-4.5
1700,4-5,4.0-4.4,4.2-4.3
1701,4-5,4.0-4.4,4.2-4.3
1702,4-5,4.0-4.4,4.0-4.1
1703,4-5,4.0-4.4,4.4-4.5
1704,4-5,4.0-4.4,4.0-4.1
1705,3-4,3.5-3.9,3.6-3.7
1706,4-5,4.5-4.9,4.6-4.7
1707,1-2,1.5-1.9,1.6-1.7
1708,3-4,3.0-3.4,3.0-3.1
1709,4-5,4.0-4.4,4.2-4.3
1710,4-5,4.0-4.4,4.0-4.1
1711,4-5,4.5-4.9,4.4-4.5
1712,3-4,3.5-3.9,3.4-3.5
1713,4-5,4.0-4.4,4.4-4.5
1714,4-5,4.0-4.4,4.2-4.3
1715,4-5,4.5-4.9,4.4-4.5
1716,4-5,4.5-4.9,4.4-4.5
1717,4-5,4.0-4.4,4.4-4.5
1718,3-4,3.5-3.9,3.6-3.7
1719,3-4,3.0-3.4,3.0-3.1
1720,4-5,4.5-4.9,4.4-4.5
1721,3-4,3.5-3.9,3.4-3.5
1722,2-3,2.0-2.4,2.2-2.3
1723,3-4,3.0-3.4,3.2-3.3
1724,4-5,4.5-4.9,4.6-4.7
1725,4-5,4.5-4.9,4.4-4.5
1726,4-5,4.5-4.9,4.8-4.9
1727,3-4,3.5-3.9,3.6-3.7
1728,3-4,3.5-3.9,3.6-3.7
1729,4-5,4.5-4.9,4.4-4.5
1730,4-5,4.0-4.4,4.2-4.3
1731,4-5,4.5-4.9,4.6-4.7
1732,3-4,3.5-3.9,3.6-3.7
1733,4-5,4.5-4.9,4.4-4.5
1734,4-5,4.5-4.9,4.4-4.5
1735,4-5,4.0-4.4,4.0-4.1
1736,4-5,4.5-4.9,4.4-4.5
1737,4-5,4.5-4.9,4.6-4.7
1738,4-5,4.5-4.9,4.4-4.5
1739,4-5,4.0-4.4,4.4-4.5
1740,4-5,4.0-4.4,4.4-4.5
1741,4-5,4.5-4.9,4.4-4.5
1742,4-5,4.5-4.9,4.6-4.7
1743,4-5,4.5-5.0,4.8-5.0
1744,4-5,4.5-4.9,4.6-4.7
1745,4-5,4.0-4.4,4.0-4.1
1746,2-3,2.5-2.9,2.4-2.5
1747,3-4,3.5-3.9,3.6-3.7
1748,4-5,4.5-4.9,4.6-4.7
1749,4-5,4.0-4.4,4.0-4.1
1750,4-5,4.0-4.4,4.2-4.3
1751,4-5,4.5-4.9,4.6-4.7
1752,3-4,3.0-3.4,3.2-3.3
1753,4-5,4.0-4.4,4.2-4.3
1754,3-4,3.5-3.9,3.6-3.7
1755,3-4,3.5-3.9,3.8-3.9
1756,4-5,4.5-4.9,4.4-4.5
1757,4-5,4.0-4.4,4.0-4.1
1758,4-5,4.0-4.4,4.2-4.3
1759,4-5,4.5-4.9,4.4-4.5
1760,4-5,4.0-4.4,4.4-4.5
1761,4-5,4.5-4.9,4.4-4.5
1762,4-5,4.5-4.9,4.4-4.5
1763,4-5,4.5-4.9,4.6-4.7
1764,4-5,4.0-4.4,4.2-4.3
1765,4-5,4.0-4.4,4.2-4.3
1766,4-5,4.5-4.9,4.4-4.5
1767,4-5,4.5-5.0,4.8-5.0
1768,4-5,4.0-4.4,4.2-4.3
1769,3-4,3.5-3.9,3.6-3.7
1770,4-5,4.0-4.4,4.0-4.1
1771,4-5,4.0-4.4,4.2-4.3
1772,4-5,4.5-4.9,4.4-4.5
1773,4-5,4.5-5.0,4.8-5.0
1774,4-5,4.0-4.4,4.2-4.3
1775,4-5,4.0-4.4,4.2-4.3
1776,4-5,4.5-4.9,4.4-4.5
1777,3-4,3.5-3.9,3.4-3.5
1778,4-5,4.0-4.4,4.0-4.1
1779,4-5,4.5-4.9,4.4-4.5
1780,4-5,4.0-4.4,4.0-4.1
1781,4-5,4.0-4.4,4.2-4.3
1782,4-5,4.5-4.9,4.8-4.9
1783,4-5,4.0-4.4,4.2-4.3
1784,4-5,4.0-4.4,4.4-4.5
1785,4-5,4.0-4.4,4.4-4.5
1786,4-5,4.0-4.4,4.2-4.3
1787,4-5,4.0-4.4,4.2-4.3
1788,4-5,4.0-4.4,4.2-4.3
1789,4-5,4.0-4.4,4.0-4.1
1790,4-5,4.0-4.4,4.2-4.3
1791,4-5,4.0-4.4,4.4-4.5
1792,3-4,3.5-3.9,3.4-3.5
1793,4-5,4.0-4.4,4.0-4.1
1794,4-5,4.5-4.9,4.4-4.5
1795,4-5,4.0-4.4,4.2-4.3
1796,2-3,2.5-2.9,2.8-2.9
1797,4-5,4.0-4.4,4.2-4.3
1798,3-4,3.5-3.9,3.6-3.7
1799,4-5,4.0-4.4,4.0-4.1
1800,4-5,4.5-4.9,4.6-4.7
1801,4-5,4.0-4.4,4.4-4.5
1802,4-5,4.0-4.4,4.2-4.3
1803,4-5,4.5-4.9,4.4-4.5
1804,3-4,3.5-3.9,3.8-3.9
1805,4-5,4.5-4.9,4.6-4.7
1806,3-4,3.0-3.4,3.2-3.3
1807,4-5,4.5-4.9,4.6-4.7
1808,4-5,4.5-4.9,4.4-4.5
1809,4-5,4.0-4.4,4.0-4.1
1810,4-5,4.0-4.4,4.0-4.1
1811,4-5,4.5-4.9,4.4-4.5
1812,4-5,4.0-4.4,4.0-4.1
1813,4-5,4.0-4.4,4.4-4.5
1814,4-5,4.0-4.4,4.0-4.1
1815,4-5,4.0-4.4,4.2-4.3
1816,4-5,4.0-4.4,4.4-4.5
1817,4-5,4.5-4.9,4.6-4.7
1818,4-5,4.5-4.9,4.4-4.5
1819,4-5,4.0-4.4,4.0-4.1
1820,3-4,3.5-3.9,3.8-3.9
1821,4-5,4.0-4.4,4.2-4.3
1822,4-5,4.0-4.4,4.0-4.1
1823,3-4,3.5-3.9,3.6-3.7
1824,4-5,4.5-4.9,4.4-4.5
1825,4-5,4.5-4.9,4.4-4.5
1826,4-5,4.0-4.4,4.2-4.3
1827,3-4,3.5-3.9,3.6-3.7
1828,3-4,3.0-3.4,3.2-3.3
1829,4-5,4.0-4.4,4.2-4.3
1830,4-5,4.5-4.9,4.6-4.7
1831,4-5,4.5-4.9,4.4-4.5
1832,4-5,4.0-4.4,4.2-4.3
1833,4-5,4.0-4.4,4.0-4.1
1834,4-5,4.5-4.9,4.4-4.5
1835,4-5,4.5-4.9,4.4-4.5
1836,4-5,4.5-4.9,4.6-4.7
1837,4-5,4.5-4.9,4.4-4.5
1838,4-5,4.0-4.4,4.2-4.3
1839,4-5,4.0-4.4,4.0-4.1
1840,4-5,4.0-4.4,4.4-4.5
1841,3-4,3.5-3.9,3.6-3.7
1842,4-5,4.0-4.4,4.4-4.5
1843,4-5,4.5-4.9,4.4-4.5
1844,4-5,4.5-4.9,4.6-4.7
1845,4-5,4.0-4.4,4.2-4.3
1846,4-5,4.5-4.9,4.6-4.7
1847,4-5,4.0-4.4,4.4-4.5
1848,4-5,4.0-4.4,4.4-4.5
1849,4-5,4.5-4.9,4.6-4.7
1850,4-5,4.5-4.9,4.6-4.7
1851,4-5,4.0-4.4,4.2-4.3
1852,3-4,3.5-3.9,3.6-3.7
1853,4-5,4.0-4.4,4.4-4.5
1854,4-5,4.0-4.4,4.4-4.5
1855,4-5,4.0-4.4,4.4-4.5
1856,4-5,4.5-4.9,4.4-4.5
1857,4-5,4.5-4.9,4.6-4.7
1858,4-5,4.5-4.9,4.4-4.5
1859,4-5,4.0-4.4,4.2-4.3
1860,1-2,1.5-1.9,1.8-1.9
1861,4-5,4.5-4.9,4.4-4.5
1862,4-5,4.0-4.4,4.2-4.3
1863,4-5,4.0-4.4,4.2-4.3
1864,4-5,4.0-4.4,4.2-4.3
1865,4-5,4.0-4.4,4.4-4.5
1866,4-5,4.0-4.4,4.2-4.3
