,1,0.5,0.2
1259,3-4,3.5-3.9,3.6-3.7
1260,4-5,4.5-5.0,4.8-5.0
1261,1-2,1.0-1.4,1.0-1.1
1262,3-4,3.0-3.4,3.2-3.3
1263,4-5,4.0-4.4,4.2-4.3
1264,4-5,4.5-4.9,4.4-4.5
1265,3-4,3.5-3.9,3.6-3.7
1266,3-4,3.0-3.4,3.2-3.3
1267,4-5,4.0-4.4,4.2-4.3
1268,4-5,4.0-4.4,4.2-4.3
1269,4-5,4.0-4.4,4.0-4.1
1270,4-5,4.0-4.4,4.2-4.3
1271,4-5,4.5-4.9,4.6-4.7
1272,4-5,4.0-4.4,4.2-4.3
1273,4-5,4.5-4.9,4.4-4.5
1274,4-5,4.0-4.4,4.0-4.1
1275,4-5,4.5-4.9,4.6-4.7
1276,4-5,4.0-4.4,4.2-4.3
1277,4-5,4.5-4.9,4.4-4.5
1278,4-5,4.5-4.9,4.6-4.7
1279,3-4,3.5-3.9,3.4-3.5
1280,4-5,4.5-4.9,4.4-4.5
1281,4-5,4.5-4.9,4.4-4.5
1282,3-4,3.5-3.9,3.6-3.7
1283,4-5,4.5-4.9,4.6-4.7
1284,4-5,4.5-4.9,4.4-4.5
1285,4-5,4.5-4.9,4.6-4.7
1286,4-5,4.0-4.4,4.4-4.5
1287,4-5,4.0-4.4,4.4-4.5
1288,3-4,3.5-3.9,3.8-3.9
1289,4-5,4.5-4.9,4.4-4.5
1290,3-4,3.5-3.9,3.6-3.7
1291,4-5,4.5-4.9,4.4-4.5
1292,4-5,4.5-4.9,4.8-4.9
1293,4-5,4.5-4.9,4.8-4.9
1294,3-4,3.5-3.9,3.4-3.5
1295,4-5,4.5-4.9,4.4-4.5
1296,4-5,4.0-4.4,4.2-4.3
1297,4-5,4.0-4.4,4.2-4.3
1298,3-4,3.5-3.9,3.6-3.7
1299,4-5,4.0-4.4,4.4-4.5
1300,4-5,4.5-4.9,4.4-4.5
1301,3-4,3.5-3.9,3.8-3.9
1302,4-5,4.0-4.4,4.2-4.3
1303,4-5,4.5-4.9,4.4-4.5
1304,4-5,4.5-4.9,4.6-4.7
1305,2-3,2.0-2.4,2.2-2.3
1306,4-5,4.0-4.4,4.2-4.3
1307,3-4,3.0-3.4,3.2-3.3
1308,3-4,3.5-3.9,3.6-3.7
1309,4-5,4.0-4.4,4.2-4.3
1310,2-3,2.0-2.4,2.2-2.3
1311,4-5,4.5-4.9,4.4-4.5
1312,4-5,4.5-4.9,4.6-4.7
1313,4-5,4.0-4.4,4.4-4.5
1314,4-5,4.5-4.9,4.4-4.5
1315,4-5,4.5-4.9,4.4-4.5
1316,4-5,4.0-4.4,4.0-4.1
1317,4-5,4.0-4.4,4.2-4.3
1318,4-5,4.5-4.9,4.4-4.5
1319,4-5,4.0-4.4,4.2-4.3
1320,4-5,4.0-4.4,4.2-4.3
1321,4-5,4.0-4.4,4.2-4.3
1322,4-5,4.5-4.9,4.4-4.5
1323,4-5,4.5-4.9,4.4-4.5
1324,4-5,4.0-4.4,4.0-4.1
1325,4-5,4.0-4.4,4.0-4.1
1326,2-3,2.0-2.4,2.2-2.3
1327,4-5,4.0-4.4,4.0-4.1
1328,4-5,4.0-4.4,4.2-4.3
1329,4-5,4.5-4.9,4.4-4.5
1330,4-5,4.5-5.0,4.8-5.0
1331,3-4,3.5-3.9,3.6-3.7
1332,4-5,4.0-4.4,4.2-4.3
1333,4-5,4.5-4.9,4.8-4.9
1334,4-5,4.0-4.4,4.0-4.1
1335,4-5,4.0-4.4,4.4-4.5
1336,4-5,4.0-4.4,4.0-4.1
1337,3-4,3.0-3.4,3.0-3.1
1338,4-5,4.0-4.4,4.2-4.3
1339,4-5,4.0-4.4,4.2-4.3
1340,3-4,3.0-3.4,3.0-3.1
1341,4-5,4.0-4.4,4.0-4.1
1342,4-5,4.5-4.9,4.4-4.5
1343,4-5,4.0-4.4,4.0-4.1
1344,4-5,4.5-4.9,4.4-4.5
1345,4-5,4.0-4.4,4.4-4.5
1346,4-5,4.0-4.4,4.4-4.5
1347,4-5,4.0-4.4,4.0-4.1
1348,3-4,3.5-3.9,3.6-3.7
1349,3-4,3.5-3.9,3.6-3.7
1350,4-5,4.0-4.4,4.4-4.5
1351,4-5,4.0-4.4,4.0-4.1
1352,3-4,3.5-3.9,3.6-3.7
1353,4-5,4.0-4.4,4.2-4.3
1354,4-5,4.5-4.9,4.4-4.5
1355,4-5,4.5-4.9,4.4-4.5
1356,4-5,4.5-4.9,4.6-4.7
1357,4-5,4.5-4.9,4.6-4.7
1358,4-5,4.0-4.4,4.2-4.3
1359,4-5,4.5-4.9,4.4-4.5
1360,3-4,3.5-3.9,3.6-3.7
1361,4-5,4.5-5.0,4.8-5.0
1362,4-5,4.0-4.4,4.4-4.5
1363,3-4,3.5-3.9,3.6-3.7
1364,4-5,4.0-4.4,4.2-4.3
1365,3-4,3.0-3.4,3.2-3.3
1366,3-4,3.5-3.9,3.8-3.9
1367,3-4,3.5-3.9,3.8-3.9
1368,4-5,4.5-4.9,4.4-4.5
1369,4-5,4.0-4.4,4.0-4.1
1370,4-5,4.0-4.4,4.4-4.5
1371,4-5,4.0-4.4,4.4-4.5
1372,4-5,4.0-4.4,4.2-4.3
1373,4-5,4.5-4.9,4.4-4.5
1374,3-4,3.0-3.4,3.0-3.1
1375,4-5,4.0-4.4,4.2-4.3
1376,3-4,3.5-3.9,3.6-3.7
1377,4-5,4.0-4.4,4.4-4.5
1378,3-4,3.5-3.9,3.6-3.7
1379,4-5,4.0-4.4,4.2-4.3
1380,4-5,4.5-4.9,4.8-4.9
1381,4-5,4.0-4.4,4.2-4.3
1382,4-5,4.5-4.9,4.4-4.5
1383,4-5,4.0-4.4,4.0-4.1
1384,4-5,4.5-4.9,4.6-4.7
1385,4-5,4.5-4.9,4.4-4.5
1386,4-5,4.0-4.4,4.4-4.5
1387,4-5,4.0-4.4,4.2-4.3
1388,4-5,4.0-4.4,4.2-4.3
1389,4-5,4.0-4.4,4.2-4.3
1390,4-5,4.5-4.9,4.4-4.5
1391,4-5,4.5-4.9,4.6-4.7
1392,4-5,4.5-4.9,4.4-4.5
1393,3-4,3.0-3.4,3.2-3.3
1394,4-5,4.0-4.4,4.2-4.3
1395,4-5,4.0-4.4,4.4-4.5
1396,4-5,4.5-4.9,4.6-4.7
1397,4-5,4.5-4.9,4.4-4.5
1398,4-5,4.0-4.4,4.2-4.3
1399,2-3,2.5-2.9,2.6-2.7
1400,4-5,4.0-4.4,4.0-4.1
1401,4-5,4.5-4.9,4.4-4.5
1402,3-4,3.5-3.9,3.6-3.7
1403,4-5,4.5-4.9,4.4-4.5
1404,4-5,4.5-4.9,4.4-4.5
1405,4-5,4.0-4.4,4.2-4.3
1406,4-5,4.5-5.0,4.8-5.0
1407,4-5,4.5-4.9,4.4-4.5
1408,4-5,4.5-4.9,4.6-4.7
1409,4-5,4.5-4.9,4.4-4.5
1410,4-5,4.5-4.9,4.4-4.5
1411,3-4,3.5-3.9,3.8-3.9
1412,4-5,4.0-4.4,4.4-4.5
1413,3-4,3.5-3.9,3.6-3.7
1414,4-5,4.5-4.9,4.4-4.5
1415,3-4,3.0-3.4,3.2-3.3
1416,4-5,4.5-4.9,4.8-4.9
1417,3-4,3.5-3.9,3.6-3.7
1418,4-5,4.5-4.9,4.4-4.5
1419,4-5,4.5-4.9,4.6-4.7
1420,3-4,3.5-3.9,3.4-3.5
1421,4-5,4.5-5.0,4.8-5.0
1422,4-5,4.0-4.4,4.4-4.5
1423,3-4,3.5-3.9,3.6-3.7
1424,4-5,4.0-4.4,4.2-4.3
1425,4-5,4.5-4.9,4.4-4.5
1426,4-5,4.0-4.4,4.0-4.1
1427,4-5,4.0-4.4,4.2-4.3
1428,3-4,3.5-3.9,3.6-3.7
1429,2-3,2.5-2.9,2.6-2.7
1430,4-5,4.5-4.9,4.6-4.7
1431,4-5,4.5-4.9,4.4-4.5
1432,4-5,4.0-4.4,4.0-4.1
1433,4-5,4.5-4.9,4.4-4.5
1434,4-5,4.0-4.4,4.0-4.1
1435,4-5,4.0-4.4,4.4-4.5
1436,4-5,4.5-4.9,4.4-4.5
1437,4-5,4.5-5.0,4.8-5.0
1438,4-5,4.0-4.4,4.0-4.1
1439,4-5,4.5-5.0,4.8-5.0
1440,4-5,4.0-4.4,4.4-4.5
1441,4-5,4.0-4.4,4.0-4.1
1442,4-5,4.5-4.9,4.4-4.5
1443,3-4,3.5-3.9,3.4-3.5
1444,4-5,4.5-4.9,4.8-4.9
1445,3-4,3.5-3.9,3.6-3.7
1446,4-5,4.5-4.9,4.6-4.7
1447,3-4,3.5-3.9,3.6-3.7
1448,4-5,4.5-5.0,4.8-5.0
1449,4-5,4.0-4.4,4.0-4.1
1450,3-4,3.5-3.9,3.6-3.7
1451,4-5,4.5-4.9,4.6-4.7
1452,4-5,4.0-4.4,4.2-4.3
1453,3-4,3.5-3.9,3.6-3.7
1454,4-5,4.5-4.9,4.6-4.7
1455,3-4,3.5-3.9,3.6-3.7
1456,4-5,4.5-4.9,4.4-4.5
1457,4-5,4.0-4.4,4.4-4.5
1458,3-4,3.5-3.9,3.8-3.9
1459,4-5,4.0-4.4,4.0-4.1
1460,4-5,4.5-4.9,4.4-4.5
1461,4-5,4.5-4.9,4.4-4.5
1462,4-5,4.0-4.4,4.2-4.3
1463,4-5,4.0-4.4,4.2-4.3
1464,4-5,4.5-4.9,4.4-4.5
1465,3-4,3.5-3.9,3.6-3.7
1466,4-5,4.0-4.4,4.2-4.3
1467,3-4,3.0-3.4,3.0-3.1
1468,4-5,4.0-4.4,4.0-4.1
1469,4-5,4.0-4.4,4.4-4.5
1470,4-5,4.0-4.4,4.2-4.3
1471,4-5,4.0-4.4,4.2-4.3
1472,4-5,4.5-4.9,4.4-4.5
1473,4-5,4.0-4.4,4.2-4.3
1474,4-5,4.0-4.4,4.2-4.3
1475,4-5,4.0-4.4,4.2-4.3
1476,4-5,4.0-4.4,4.2-4.3
1477,4-5,4.0-4.4,4.2-4.3
1478,4-5,4.0-4.4,4.2-4.3
1479,4-5,4.0-4.4,4.4-4.5
1480,4-5,4.0-4.4,4.2-4.3
1481,4-5,4.5-4.9,4.4-4.5
1482,4-5,4.0-4.4,4.0-4.1
1483,4-5,4.0-4.4,4.0-4.1
1484,4-5,4.0-4.4,4.4-4.5
1485,4-5,4.0-4.4,4.2-4.3
1486,4-5,4.0-4.4,4.0-4.1
1487,4-5,4.0-4.4,4.4-4.5
1488,4-5,4.5-4.9,4.6-4.7
1489,4-5,4.0-4.4,4.2-4.3
1490,4-5,4.5-4.9,4.4-4.5
1491,4-5,4.5-4.9,4.6-4.7
1492,4-5,4.5-4.9,4.4-4.5
1493,4-5,4.5-4.9,4.4-4.5
1494,4-5,4.0-4.4,4.0-4.1
1495,4-5,4.0-4.4,4.0-4.1
1496,4-5,4.5-4.9,4.4-4.5
1497,3-4,3.5-3.9,3.6-3.7
1498,4-5,4.5-4.9,4.6-4.7
1499,4-5,4.0-4.4,4.4-4.5
1500,4-5,4.5-4.9,4.6-4.7
1501,4-5,4.0-4.4,4.2-4.3
1502,1-2,1.5-1.9,1.8-1.9
1503,4-5,4.0-4.4,4.4-4.5
1504,4-5,4.5-4.9,4.4-4.5
1505,4-5,4.5-4.9,4.4-4.5
1506,3-4,3.0-3.4,3.0-3.1
1507,3-4,3.0-3.4,3.2-3.3
1508,4-5,4.0-4.4,4.2-4.3
1509,4-5,4.5-4.9,4.4-4.5
1510,2-3,2.5-2.9,2.8-2.9
1511,4-5,4.0-4.4,4.2-4.3
1512,4-5,4.0-4.4,4.4-4.5
1513,4-5,4.0-4.4,4.4-4.5
1514,4-5,4.5-4.9,4.4-4.5
1515,3-4,3.0-3.4,3.2-3.3
1516,4-5,4.5-4.9,4.4-4.5
1517,4-5,4.0-4.4,4.0-4.1
1518,4-5,4.0-4.4,4.0-4.1
1519,4-5,4.5-4.9,4.4-4.5
1520,3-4,3.0-3.4,3.2-3.3
1521,4-5,4.0-4.4,4.0-4.1
1522,4-5,4.0-4.4,4.2-4.3
1523,4-5,4.0-4.4,4.0-4.1
1524,3-4,3.0-3.4,3.2-3.3
1525,3-4,3.0-3.4,3.0-3.1
1526,4-5,4.0-4.4,4.0-4.1
1527,4-5,4.0-4.4,4.2-4.3
1528,4-5,4.5-5.0,4.8-5.0
1529,4-5,4.5-4.9,4.4-4.5
1530,4-5,4.5-4.9,4.6-4.7
1531,3-4,3.5-3.9,3.8-3.9
1532,1-2,1.5-1.9,1.6-1.7
1533,4-5,4.0-4.4,4.2-4.3
1534,3-4,3.0-3.4,3.2-3.3
1535,4-5,4.5-4.9,4.4-4.5
1536,3-4,3.5-3.9,3.6-3.7
1537,3-4,3.0-3.4,3.2-3.3
1538,4-5,4.0-4.4,4.2-4.3
1539,4-5,4.5-5.0,4.8-5.0
1540,3-4,3.5-3.9,3.8-3.9
1541,4-5,4.5-5.0,4.8-5.0
1542,4-5,4.0-4.4,4.2-4.3
1543,4-5,4.0-4.4,4.4-4.5
1544,2-3,2.0-2.4,2.0-2.1
1545,4-5,4.0-4.4,4.4-4.5
1546,4-5,4.0-4.4,4.4-4.5
1547,4-5,4.0-4.4,4.2-4.3
1548,3-4,3.5-3.9,3.8-3.9
1549,4-5,4.0-4.4,4.2-4.3
1550,3-4,3.0-3.4,3.0-3.1
1551,4-5,4.0-4.4,4.0-4.1
1552,4-5,4.5-4.9,4.6-4.7
1553,4-5,4.0-4.4,4.2-4.3
1554,4-5,4.5-4.9,4.6-4.7
1555,4-5,4.0-4.4,4.2-4.3
1556,4-5,4.0-4.4,4.2-4.3
1557,4-5,4.0-4.4,4.4-4.5
1558,4-5,4.0-4.4,4.2-4.3
1559,3-4,3.0-3.4,3.2-3.3
1560,3-4,3.5-3.9,3.6-3.7
1561,4-5,4.5-4.9,4.4-4.5
1562,4-5,4.0-4.4,4.2-4.3
1563,4-5,4.5-4.9,4.4-4.5
1564,3-4,3.5-3.9,3.4-3.5
1565,4-5,4.0-4.4,4.2-4.3
1566,4-5,4.5-4.9,4.4-4.5
1567,4-5,4.0-4.4,4.2-4.3
1568,4-5,4.0-4.4,4.0-4.1
1569,3-4,3.5-3.9,3.8-3.9
1570,3-4,3.5-3.9,3.6-3.7
1571,4-5,4.5-4.9,4.4-4.5
1572,4-5,4.5-4.9,4.4-4.5
1573,4-5,4.0-4.4,4.0-4.1
1574,4-5,4.0-4.4,4.4-4.5
1575,4-5,4.0-4.4,4.0-4.1
1576,4-5,4.0-4.4,4.0-4.1
1577,4-5,4.0-4.4,4.2-4.3
1578,4-5,4.5-4.9,4.4-4.5
1579,3-4,3.5-3.9,3.4-3.5
1580,4-5,4.5-4.9,4.4-4.5
1581,4-5,4.5-4.9,4.4-4.5
1582,3-4,3.0-3.4,3.2-3.3
1583,4-5,4.0-4.4,4.4-4.5
1584,4-5,4.5-4.9,4.4-4.5
1585,4-5,4.5-4.9,4.4-4.5
1586,3-4,3.5-3.9,3.6-3.7
1587,4-5,4.0-4.4,4.2-4.3
1588,3-4,3.5-3.9,3.6-3.7
1589,4-5,4.5-4.9,4.4-4.5
1590,4-5,4.0-4.4,4.2-4.3
1591,4-5,4.5-4.9,4.8-4.9
1592,4-5,4.0-4.4,4.4-4.5
1593,4-5,4.5-4.9,4.4-4.5
1594,4-5,4.0-4.4,4.2-4.3
1595,4-5,4.0-4.4,4.4-4.5
1596,4-5,4.5-4.9,4.6-4.7
1597,4-5,4.0-4.4,4.4-4.5
1598,2-3,2.5-2.9,2.8-2.9
1599,4-5,4.0-4.4,4.0-4.1
1600,4-5,4.5-4.9,4.6-4.7
1601,4-5,4.0-4.4,4.2-4.3
1602,4-5,4.0-4.4,4.2-4.3
1603,4-5,4.0-4.4,4.2-4.3
1604,4-5,4.0-4.4,4.2-4.3
1605,3-4,3.5-3.9,3.6-3.7
1606,4-5,4.5-4.9,4.4-4.5
1607,4-5,4.0-4.4,4.2-4.3
1608,4-5,4.0-4.4,4.0-4.1
1609,4-5,4.0-4.4,4.0-4.1
1610,4-5,4.5-4.9,4.4-4.5
1611,4-5,4.5-4.9,4.6-4.7
1612,3-4,3.5-3.9,3.8-3.9
1613,4-5,4.5-4.9,4.4-4.5
1614,3-4,3.5-3.9,3.6-3.7
1615,4-5,4.0-4.4,4.0-4.1
1616,4-5,4.0-4.4,4.4-4.5
1617,4-5,4.0-4.4,4.2-4.3
1618,4-5,4.5-4.9,4.4-4.5
1619,3-4,3.5-3.9,3.6-3.7
1620,4-5,4.5-4.9,4.4-4.5
1621,4-5,4.0-4.4,4.2-4.3
1622,4-5,4.5-4.9,4.8-4.9
1623,4-5,4.0-4.4,4.4-4.5
1624,4-5,4.5-4.9,4.4-4.5
1625,4-5,4.5-4.9,4.6-4.7
1626,4-5,4.0-4.4,4.4-4.5
1627,4-5,4.5-4.9,4.6-4.7
1628,3-4,3.0-3.4,3.0-3.1
1629,4-5,4.5-4.9,4.4-4.5
1630,4-5,4.5-4.9,4.6-4.7
1631,4-5,4.5-4.9,4.4-4.5
1632,4-5,4.0-4.4,4.2-4.3
1633,4-5,4.0-4.4,4.0-4.1
1634,4-5,4.0-4.4,4.2-4.3
1635,3-4,3.5-3.9,3.6-3.7
1636,3-4,3.5-3.9,3.8-3.9
1637,4-5,4.0-4.4,4.2-4.3
1638,3-4,3.5-3.9,3.6-3.7
1639,4-5,4.5-4.9,4.4-4.5
1640,4-5,4.5-4.9,4.4-4.5
1641,4-5,4.0-4.4,4.2-4.3
1642,4-5,4.0-4.4,4.2-4.3
1643,4-5,4.0-4.4,4.0-4.1
1644,3-4,3.5-3.9,3.4-3.5
1645,4-5,4.0-4.4,4.2-4.3
1646,4-5,4.0-4.4,4.2-4.3
1647,4-5,4.5-4.9,4.4-4.5
1648,4-5,4.0-4.4,4.0-4.1
1649,4-5,4.0-4.4,4.4-4.5
1650,2-3,2.0-2.4,2.2-2.3
1651,4-5,4.5-4.9,4.4-4.5
1652,4-5,4.5-4.9,4.4-4.5
1653,4-5,4.0-4.4,4.2-4.3
1654,4-5,4.5-4.9,4.6-4.7
1655,4-5,4.5-4.9,4.4-4.5
1656,4-5,4.0-4.4,4.0-4.1
1657,4-5,4.0-4.4,4.0-4.1
1658,4-5,4.0-4.4,4.0-4.1
1659,1-2,1.5-1.9,1.8-1.9
1660,3-4,3.5-3.9,3.4-3.5
1661,4-5,4.0-4.4,4.0-4.1
1662,4-5,4.5-4.9,4.4-4.5
1663,4-5,4.5-4.9,4.4-4.5
1664,4-5,4.0-4.4,4.0-4.1
1665,4-5,4.0-4.4,4.0-4.1
1666,4-5,4.5-4.9,4.4-4.5
1667,4-5,4.0-4.4,4.2-4.3
1668,3-4,3.5-3.9,3.6-3.7
1669,4-5,4.5-4.9,4.6-4.7
1670,4-5,4.0-4.4,4.2-4.3
1671,4-5,4.0-4.4,4.2-4.3
1672,4-5,4.0-4.4,4.4-4.5
1673,4-5,4.0-4.4,4.2-4.3
1674,4-5,4.5-4.9,4.4-4.5
1675,4-5,4.5-4.9,4.4-4.5
1676,4-5,4.5-5.0,4.8-5.0
1677,4-5,4.5-4.9,4.4-4.5
1678,4-5,4.0-4.4,4.2-4.3
1679,3-4,3.5-3.9,3.6-3.7
1680,4-5,4.0-4.4,4.2-4.3
1681,4-5,4.0-4.4,4.4-4.5
1682,4-5,4.5-4.9,4.6-4.7
1683,4-5,4.0-4.4,4.4-4.5
1684,4-5,4.5-4.9,4.6-4.7
1685,4-5,4.0-4.4,4.0-4.1
1686,4-5,4.0-4.4,4.0-4.1
1687,3-4,3.0-3.4,3.0-3.1
1688,4-5,4.0-4.4,4.0-4.1
1689,3-4,3.0-3.4,3.0-3.1
1690,4-5,4.0-4.4,4.2-4.3
1691,3-4,3.5-3.9,3.6-3.7
1692,3-4,3.5-3.9,3.6-3.7
1693,3-4,3.5-3.9,3.6-3.7
1694,3-4,3.0-3.4,3.0-3.1
1695,2-3,2.5-2.9,2.6-2.7
1696,4-5,4.5-4.9,4.4-4.5
1697,4-5,4.5-4.9,4.4-4.5
1698,2-3,2.5-2.9,2.8-2.9
1699,4-5,4.5-4.9,4.6-4.7
1700,4-5,4.0-4.4,4.2-4.3
1701,4-5,4.0-4.4,4.4-4.5
1702,3-4,3.5-3.9,3.6-3.7
1703,4-5,4.0-4.4,4.4-4.5
1704,4-5,4.0-4.4,4.2-4.3
1705,4-5,4.0-4.4,4.2-4.3
1706,3-4,3.5-3.9,3.6-3.7
1707,4-5,4.0-4.4,4.4-4.5
1708,4-5,4.0-4.4,4.2-4.3
1709,4-5,4.0-4.4,4.0-4.1
1710,4-5,4.0-4.4,4.0-4.1
1711,4-5,4.5-4.9,4.4-4.5
1712,3-4,3.0-3.4,3.0-3.1
1713,4-5,4.0-4.4,4.4-4.5
1714,3-4,3.5-3.9,3.4-3.5
1715,2-3,2.5-2.9,2.8-2.9
1716,4-5,4.0-4.4,4.0-4.1
1717,4-5,4.0-4.4,4.2-4.3
1718,3-4,3.5-3.9,3.6-3.7
1719,4-5,4.0-4.4,4.4-4.5
1720,4-5,4.5-4.9,4.6-4.7
1721,4-5,4.0-4.4,4.4-4.5
1722,2-3,2.5-2.9,2.8-2.9
1723,4-5,4.0-4.4,4.2-4.3
1724,4-5,4.0-4.4,4.4-4.5
1725,4-5,4.5-4.9,4.6-4.7
1726,4-5,4.0-4.4,4.2-4.3
1727,4-5,4.0-4.4,4.2-4.3
1728,2-3,2.0-2.4,2.2-2.3
1729,3-4,3.5-3.9,3.6-3.7
1730,4-5,4.0-4.4,4.0-4.1
1731,4-5,4.0-4.4,4.4-4.5
1732,4-5,4.0-4.4,4.2-4.3
1733,4-5,4.0-4.4,4.2-4.3
1734,4-5,4.0-4.4,4.4-4.5
1735,3-4,3.5-3.9,3.6-3.7
1736,2-3,2.0-2.4,2.2-2.3
1737,4-5,4.5-4.9,4.8-4.9
1738,4-5,4.5-4.9,4.4-4.5
1739,4-5,4.0-4.4,4.0-4.1
1740,3-4,3.5-3.9,3.8-3.9
1741,4-5,4.5-4.9,4.4-4.5
1742,3-4,3.5-3.9,3.4-3.5
1743,4-5,4.0-4.4,4.2-4.3
1744,3-4,3.0-3.4,3.0-3.1
1745,4-5,4.5-4.9,4.4-4.5
1746,4-5,4.0-4.4,4.2-4.3
1747,4-5,4.5-4.9,4.4-4.5
1748,4-5,4.0-4.4,4.0-4.1
1749,4-5,4.5-4.9,4.4-4.5
1750,4-5,4.5-4.9,4.4-4.5
1751,4-5,4.0-4.4,4.2-4.3
1752,3-4,3.5-3.9,3.6-3.7
1753,4-5,4.0-4.4,4.4-4.5
1754,4-5,4.5-4.9,4.4-4.5
1755,4-5,4.5-5.0,4.8-5.0
1756,4-5,4.0-4.4,4.2-4.3
1757,3-4,3.5-3.9,3.8-3.9
1758,4-5,4.0-4.4,4.4-4.5
1759,3-4,3.0-3.4,3.2-3.3
1760,4-5,4.0-4.4,4.4-4.5
1761,4-5,4.0-4.4,4.2-4.3
1762,4-5,4.5-4.9,4.4-4.5
1763,2-3,2.5-2.9,2.8-2.9
1764,4-5,4.0-4.4,4.0-4.1
1765,4-5,4.0-4.4,4.4-4.5
1766,3-4,3.5-3.9,3.6-3.7
1767,4-5,4.5-4.9,4.4-4.5
1768,3-4,3.5-3.9,3.4-3.5
1769,4-5,4.0-4.4,4.2-4.3
1770,3-4,3.5-3.9,3.6-3.7
1771,3-4,3.5-3.9,3.8-3.9
1772,4-5,4.0-4.4,4.2-4.3
1773,4-5,4.0-4.4,4.0-4.1
1774,3-4,3.5-3.9,3.8-3.9
1775,4-5,4.0-4.4,4.4-4.5
1776,4-5,4.5-4.9,4.4-4.5
1777,3-4,3.5-3.9,3.4-3.5
1778,4-5,4.5-4.9,4.4-4.5
1779,4-5,4.5-4.9,4.4-4.5
1780,4-5,4.0-4.4,4.2-4.3
1781,4-5,4.0-4.4,4.2-4.3
1782,4-5,4.5-4.9,4.4-4.5
1783,4-5,4.0-4.4,4.0-4.1
1784,4-5,4.5-4.9,4.6-4.7
1785,4-5,4.5-4.9,4.4-4.5
1786,4-5,4.5-4.9,4.6-4.7
1787,4-5,4.5-4.9,4.4-4.5
1788,2-3,2.5-2.9,2.8-2.9
1789,4-5,4.0-4.4,4.0-4.1
1790,4-5,4.0-4.4,4.4-4.5
1791,4-5,4.0-4.4,4.2-4.3
1792,4-5,4.5-5.0,4.8-5.0
1793,4-5,4.0-4.4,4.2-4.3
1794,4-5,4.5-4.9,4.6-4.7
1795,3-4,3.0-3.4,3.0-3.1
1796,4-5,4.5-5.0,4.8-5.0
1797,2-3,2.5-2.9,2.6-2.7
1798,4-5,4.5-4.9,4.4-4.5
1799,4-5,4.0-4.4,4.2-4.3
1800,4-5,4.5-4.9,4.4-4.5
1801,4-5,4.5-4.9,4.6-4.7
1802,4-5,4.0-4.4,4.4-4.5
1803,3-4,3.5-3.9,3.6-3.7
1804,4-5,4.0-4.4,4.2-4.3
1805,4-5,4.0-4.4,4.0-4.1
1806,4-5,4.5-4.9,4.4-4.5
1807,4-5,4.0-4.4,4.0-4.1
1808,4-5,4.0-4.4,4.2-4.3
1809,4-5,4.0-4.4,4.0-4.1
1810,4-5,4.5-4.9,4.4-4.5
1811,4-5,4.0-4.4,4.2-4.3
1812,3-4,3.5-3.9,3.8-3.9
1813,4-5,4.0-4.4,4.4-4.5
1814,4-5,4.0-4.4,4.2-4.3
1815,4-5,4.0-4.4,4.0-4.1
1816,4-5,4.5-4.9,4.6-4.7
1817,4-5,4.0-4.4,4.2-4.3
1818,4-5,4.0-4.4,4.4-4.5
1819,4-5,4.5-4.9,4.4-4.5
1820,4-5,4.0-4.4,4.0-4.1
1821,4-5,4.0-4.4,4.2-4.3
1822,4-5,4.5-4.9,4.4-4.5
1823,4-5,4.0-4.4,4.0-4.1
1824,3-4,3.5-3.9,3.8-3.9
1825,3-4,3.5-3.9,3.6-3.7
1826,4-5,4.0-4.4,4.2-4.3
1827,2-3,2.5-2.9,2.6-2.7
1828,4-5,4.0-4.4,4.4-4.5
1829,4-5,4.0-4.4,4.2-4.3
1830,4-5,4.0-4.4,4.2-4.3
1831,4-5,4.0-4.4,4.2-4.3
1832,4-5,4.5-4.9,4.4-4.5
1833,4-5,4.0-4.4,4.0-4.1
1834,3-4,3.0-3.4,3.2-3.3
1835,4-5,4.0-4.4,4.2-4.3
1836,4-5,4.0-4.4,4.2-4.3
1837,4-5,4.5-4.9,4.4-4.5
1838,4-5,4.0-4.4,4.2-4.3
1839,4-5,4.5-4.9,4.4-4.5
1840,4-5,4.5-4.9,4.4-4.5
1841,4-5,4.0-4.4,4.0-4.1
1842,3-4,3.5-3.9,3.6-3.7
1843,3-4,3.5-3.9,3.6-3.7
1844,3-4,3.5-3.9,3.8-3.9
1845,3-4,3.5-3.9,3.6-3.7
1846,4-5,4.0-4.4,4.4-4.5
1847,4-5,4.0-4.4,4.0-4.1
1848,4-5,4.0-4.4,4.4-4.5
1849,3-4,3.5-3.9,3.4-3.5
1850,3-4,3.5-3.9,3.8-3.9
1851,4-5,4.5-4.9,4.4-4.5
1852,4-5,4.5-4.9,4.4-4.5
1853,4-5,4.0-4.4,4.0-4.1
1854,4-5,4.0-4.4,4.2-4.3
1855,3-4,3.5-3.9,3.6-3.7
1856,4-5,4.0-4.4,4.4-4.5
1857,4-5,4.0-4.4,4.2-4.3
1858,4-5,4.0-4.4,4.2-4.3
1859,4-5,4.0-4.4,4.4-4.5
1860,4-5,4.5-5.0,4.8-5.0
1861,4-5,4.5-4.9,4.4-4.5
1862,4-5,4.0-4.4,4.4-4.5
1863,3-4,3.0-3.4,3.2-3.3
1864,4-5,4.0-4.4,4.4-4.5
1865,4-5,4.0-4.4,4.2-4.3
1866,4-5,4.5-4.9,4.6-4.7
